REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,North Dakota,2020,23,X,0.786164,X,X,X,X,X,X,20,9,2544
States,Ohio,2020,23,X,0.583307,X,X,X,X,X,X,55,33,9429
States,Oklahoma,2020,23,X,0.811966,X,X,X,X,X,X,38,16,4680
States,Oregon,2020,23,X,0.932483,X,X,X,X,X,X,316,93,33888
States,Pennsylvania,2020,23,X,0.55719,X,X,X,X,X,X,269,122,48278
States,Rhode Island,2020,23,X,0.103282,X,X,X,X,X,X,9,23,8714
States,South Carolina,2020,23,X,0.694751,X,X,X,X,X,X,63,25,9068
States,South Dakota,2020,23,X,0.374324,X,X,X,X,X,X,27,30,7213
States,Tennessee,2020,23,X,1.08383,X,X,X,X,X,X,320,74,29525
States,Texas,2020,23,X,1.29584,X,X,X,X,X,X,188,84,14508
States,Utah,2020,23,X,0.853953,X,X,X,X,X,X,166,51,19439
States,Vermont,2020,23,X,0.795455,X,X,X,X,X,X,21,12,2640
States,Virginia,2020,23,X,0.658515,X,X,X,X,X,X,482,162,73195
States,Washington,2020,23,X,0.575196,X,X,X,X,X,X,89,50,15473
States,West Virginia,2020,23,X,0.438296,X,X,X,X,X,X,32,26,7301
States,Wisconsin,2020,23,X,0.564045,X,X,X,X,X,X,86,36,15247
States,Wyoming,2020,23,X,0.314713,X,X,X,X,X,X,8,14,2542
States,Commonwealth of the Northern Mariana Islands,2020,23,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2020,23,X,3.58112,X,X,X,X,X,X,66,8,1843
States,Virgin Islands,2020,23,X,0,X,X,X,X,X,X,0,1,246
States,New York City,2020,23,X,0.647156,X,X,X,X,X,X,383,70,59182
States,Alabama,2020,24,X,0.889157,X,X,X,X,X,X,309,92,34752
States,Alaska,2020,24,X,0.67981,X,X,X,X,X,X,20,14,2942
States,Arizona,2020,24,X,1.49946,X,X,X,X,X,X,168,26,11204
States,Arkansas,2020,24,X,0.74148,X,X,X,X,X,X,104,51,14026
States,California,2020,24,X,0.86893,X,X,X,X,X,X,345,90,39704
States,Colorado,2020,24,X,0.360498,X,X,X,X,X,X,71,65,19695
States,Connecticut,2020,24,X,0.52656,X,X,X,X,X,X,136,71,25828
States,Delaware,2020,24,X,0,X,X,X,X,X,X,0,6,970
States,District of Columbia,2020,24,X,1.48099,X,X,X,X,X,X,180,4,12154
States,Florida,2020,24,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2020,24,X,1.17565,X,X,X,X,X,X,676,90,57500
States,Hawaii,2020,24,X,0.358551,X,X,X,X,X,X,10,23,2789
States,Idaho,2020,24,X,0.494234,X,X,X,X,X,X,3,4,607
States,Illinois,2020,24,X,0.531636,X,X,X,X,X,X,304,176,57182
States,Indiana,2020,24,X,1.47262,X,X,X,X,X,X,32,19,2173
States,Iowa,2020,24,X,0.390752,X,X,X,X,X,X,12,13,3071
States,Kansas,2020,24,X,0.669718,X,X,X,X,X,X,60,22,8959
States,Kentucky,2020,24,X,0.37062,X,X,X,X,X,X,22,20,5936
States,Louisiana,2020,24,X,2.14847,X,X,X,X,X,X,747,93,34769
States,Maine,2020,24,X,0.313719,X,X,X,X,X,X,37,50,11794
States,Maryland,2020,24,X,0.856417,X,X,X,X,X,X,273,53,31877
States,Massachusetts,2020,24,X,0.826081,X,X,X,X,X,X,262,61,31716
States,Michigan,2020,24,X,0.328772,X,X,X,X,X,X,68,66,20683
States,Minnesota,2020,24,X,0.515929,X,X,X,X,X,X,40,21,7753
States,Mississippi,2020,24,X,1.08153,X,X,X,X,X,X,104,34,9616
States,Missouri,2020,24,X,0.110742,X,X,X,X,X,X,1,11,903
States,Montana,2020,24,X,0.450607,X,X,X,X,X,X,26,30,5770
States,Nebraska,2020,24,X,0.556793,X,X,X,X,X,X,50,63,8980
States,Nevada,2020,24,X,0.757843,X,X,X,X,X,X,43,22,5674
States,New Hampshire,2020,24,X,0.227964,X,X,X,X,X,X,3,11,1316
States,New Jersey,2020,24,X,0.992083,X,X,X,X,X,X,203,33,20462
States,New Mexico,2020,24,X,0.634465,X,X,X,X,X,X,106,38,16707
States,New York,2020,24,X,0.400707,X,X,X,X,X,X,161,126,40179
States,North Carolina,2020,24,X,0.66545,X,X,X,X,X,X,496,134,74536
States,North Dakota,2020,24,X,0.332594,X,X,X,X,X,X,9,9,2706
States,Ohio,2020,24,X,0.509197,X,X,X,X,X,X,49,33,9623
States,Oklahoma,2020,24,X,0.663102,X,X,X,X,X,X,31,15,4675
States,Oregon,2020,24,X,0.820596,X,X,X,X,X,X,284,93,34609
States,Pennsylvania,2020,24,X,0.533628,X,X,X,X,X,X,270,119,50597
States,Rhode Island,2020,24,X,0.157516,X,X,X,X,X,X,14,20,8888
States,South Carolina,2020,24,X,0.625464,X,X,X,X,X,X,59,25,9433
States,South Dakota,2020,24,X,0.24359,X,X,X,X,X,X,19,31,7800
States,Tennessee,2020,24,X,0.938235,X,X,X,X,X,X,295,78,31442
States,Texas,2020,24,X,1.48445,X,X,X,X,X,X,178,72,11991
States,Utah,2020,24,X,0.817661,X,X,X,X,X,X,170,51,20791
States,Vermont,2020,24,X,0.623269,X,X,X,X,X,X,18,12,2888
States,Virginia,2020,24,X,0.514212,X,X,X,X,X,X,400,162,77789
States,Washington,2020,24,X,0.571465,X,X,X,X,X,X,90,44,15749
States,West Virginia,2020,24,X,0.577558,X,X,X,X,X,X,42,27,7272
States,Wisconsin,2020,24,X,0.570074,X,X,X,X,X,X,89,37,15612
States,Wyoming,2020,24,X,0.582121,X,X,X,X,X,X,14,14,2405
States,Commonwealth of the Northern Mariana Islands,2020,24,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2020,24,X,2.96656,X,X,X,X,X,X,55,8,1854
States,Virgin Islands,2020,24,X,0,X,X,X,X,X,X,0,1,223
States,New York City,2020,24,X,0.577914,X,X,X,X,X,X,331,73,57275
States,Alabama,2020,25,X,0.960212,X,X,X,X,X,X,355,92,36971
States,Alaska,2020,25,X,0.534581,X,X,X,X,X,X,16,14,2993
States,Arizona,2020,25,X,1.70539,X,X,X,X,X,X,196,26,11493
States,Arkansas,2020,25,X,0.775343,X,X,X,X,X,X,121,52,15606
States,California,2020,25,X,0.990463,X,X,X,X,X,X,404,84,40789
States,Colorado,2020,25,X,0.371897,X,X,X,X,X,X,74,65,19898
States,Connecticut,2020,25,X,0.486972,X,X,X,X,X,X,134,71,27517
States,Delaware,2020,25,X,0,X,X,X,X,X,X,0,7,1118
States,District of Columbia,2020,25,X,1.23246,X,X,X,X,X,X,159,4,12901
States,Florida,2020,25,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2020,25,X,1.4941,X,X,X,X,X,X,882,91,59032
States,Hawaii,2020,25,X,0.44293,X,X,X,X,X,X,13,23,2935
States,Idaho,2020,25,X,0,X,X,X,X,X,X,0,2,326
States,Illinois,2020,25,X,0.391549,X,X,X,X,X,X,250,177,63849
States,Indiana,2020,25,X,1.07212,X,X,X,X,X,X,22,18,2052
States,Iowa,2020,25,X,0.514635,X,X,X,X,X,X,16,13,3109
States,Kansas,2020,25,X,0.766837,X,X,X,X,X,X,69,21,8998
States,Kentucky,2020,25,X,0.414365,X,X,X,X,X,X,24,20,5792
States,Louisiana,2020,25,X,2.09871,X,X,X,X,X,X,782,93,37261
States,Maine,2020,25,X,0.312793,X,X,X,X,X,X,40,50,12788
States,Maryland,2020,25,X,0.927906,X,X,X,X,X,X,295,54,31792
States,Massachusetts,2020,25,X,0.705581,X,X,X,X,X,X,231,58,32739
States,Michigan,2020,25,X,0.246236,X,X,X,X,X,X,44,65,17869
States,Minnesota,2020,25,X,0.503746,X,X,X,X,X,X,39,19,7742
States,Mississippi,2020,25,X,1.58215,X,X,X,X,X,X,161,36,10176
States,Missouri,2020,25,X,0.631299,X,X,X,X,X,X,171,59,27087
States,Montana,2020,25,X,0.456621,X,X,X,X,X,X,28,31,6132
States,Nebraska,2020,25,X,0.561167,X,X,X,X,X,X,50,62,8910
States,Nevada,2020,25,X,0.715373,X,X,X,X,X,X,47,23,6570
States,New Hampshire,2020,25,X,0.145455,X,X,X,X,X,X,2,11,1375
States,New Jersey,2020,25,X,1.05052,X,X,X,X,X,X,194,31,18467
States,New Mexico,2020,25,X,0.490309,X,X,X,X,X,X,85,38,17336
States,New York,2020,25,X,0.458804,X,X,X,X,X,X,190,126,41412
States,North Carolina,2020,25,X,0.725484,X,X,X,X,X,X,553,133,76225
States,North Dakota,2020,25,X,0.604915,X,X,X,X,X,X,16,9,2645
States,Ohio,2020,25,X,0.472494,X,X,X,X,X,X,42,30,8889
States,Oklahoma,2020,25,X,0.565208,X,X,X,X,X,X,27,15,4777
States,Oregon,2020,25,X,0.787114,X,X,X,X,X,X,280,93,35573
States,Pennsylvania,2020,25,X,0.521515,X,X,X,X,X,X,271,121,51964
States,Rhode Island,2020,25,X,0.0972237,X,X,X,X,X,X,9,21,9257
States,South Carolina,2020,25,X,1.42261,X,X,X,X,X,X,133,25,9349
States,South Dakota,2020,25,X,0.395101,X,X,X,X,X,X,30,31,7593
States,Tennessee,2020,25,X,1.08451,X,X,X,X,X,X,361,76,33287
States,Texas,2020,25,X,1.57013,X,X,X,X,X,X,267,81,17005
States,Utah,2020,25,X,0.777069,X,X,X,X,X,X,167,51,21491
States,Vermont,2020,25,X,0.366667,X,X,X,X,X,X,11,12,3000
States,Virginia,2020,25,X,0.562522,X,X,X,X,X,X,432,162,76797
States,Washington,2020,25,X,0.447815,X,X,X,X,X,X,75,46,16748
States,West Virginia,2020,25,X,0.637552,X,X,X,X,X,X,40,23,6274
States,Wisconsin,2020,25,X,0.680066,X,X,X,X,X,X,112,36,16469
States,Wyoming,2020,25,X,0.518711,X,X,X,X,X,X,14,14,2699
States,Commonwealth of the Northern Mariana Islands,2020,25,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2020,25,X,2.76762,X,X,X,X,X,X,53,8,1915
States,Virgin Islands,2020,25,X,0.393701,X,X,X,X,X,X,1,1,254
States,New York City,2020,25,X,0.525877,X,X,X,X,X,X,328,67,62372
States,Alabama,2020,26,X,1.07146,X,X,X,X,X,X,393,92,36679
States,Alaska,2020,26,X,0.365085,X,X,X,X,X,X,11,14,3013
States,Arizona,2020,26,X,1.72102,X,X,X,X,X,X,181,25,10517
States,Arkansas,2020,26,X,0.835599,X,X,X,X,X,X,126,52,15079
States,California,2020,26,X,1.32841,X,X,X,X,X,X,550,86,41403
States,Colorado,2020,26,X,0.429439,X,X,X,X,X,X,87,65,20259
States,Connecticut,2020,26,X,0.496269,X,X,X,X,X,X,145,71,29218
States,Delaware,2020,26,X,0,X,X,X,X,X,X,0,6,1103
States,District of Columbia,2020,26,X,1.43996,X,X,X,X,X,X,186,4,12917
States,Florida,2020,26,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2020,26,X,1.86002,X,X,X,X,X,X,1147,90,61666
States,Hawaii,2020,26,X,0.195084,X,X,X,X,X,X,5,22,2563
States,Idaho,2020,26,X,0.945626,X,X,X,X,X,X,4,3,423
States,Illinois,2020,26,X,0.637468,X,X,X,X,X,X,371,175,58199
States,Indiana,2020,26,X,1.2506,X,X,X,X,X,X,26,18,2079
States,Iowa,2020,26,X,1.19495,X,X,X,X,X,X,35,13,2929
States,Kansas,2020,26,X,0.87116,X,X,X,X,X,X,76,21,8724
States,Kentucky,2020,26,X,0.322034,X,X,X,X,X,X,19,20,5900
States,Louisiana,2020,26,X,2.94648,X,X,X,X,X,X,1111,92,37706
States,Maine,2020,26,X,0.381308,X,X,X,X,X,X,51,50,13375
States,Maryland,2020,26,X,0.792794,X,X,X,X,X,X,257,54,32417
States,Massachusetts,2020,26,X,0.726951,X,X,X,X,X,X,255,59,35078
States,Michigan,2020,26,X,0.337672,X,X,X,X,X,X,55,66,16288
States,Minnesota,2020,26,X,0.509536,X,X,X,X,X,X,35,18,6869
States,Mississippi,2020,26,X,1.7632,X,X,X,X,X,X,165,34,9358
States,Missouri,2020,26,X,0.666763,X,X,X,X,X,X,185,60,27746
States,Montana,2020,26,X,0.749362,X,X,X,X,X,X,47,30,6272
States,Nebraska,2020,26,X,0.429705,X,X,X,X,X,X,39,62,9076
States,Nevada,2020,26,X,0.946915,X,X,X,X,X,X,66,24,6970
States,New Hampshire,2020,26,X,0.225904,X,X,X,X,X,X,3,11,1328
States,New Jersey,2020,26,X,1.10434,X,X,X,X,X,X,243,33,22004
States,New Mexico,2020,26,X,0.675194,X,X,X,X,X,X,123,37,18217
States,New York,2020,26,X,0.360199,X,X,X,X,X,X,165,125,45808
States,North Carolina,2020,26,X,0.76754,X,X,X,X,X,X,604,135,78693
States,North Dakota,2020,26,X,0.442478,X,X,X,X,X,X,12,9,2712
States,Ohio,2020,26,X,0.5308,X,X,X,X,X,X,38,24,7159
States,Oklahoma,2020,26,X,0.689655,X,X,X,X,X,X,27,15,3915
States,Oregon,2020,26,X,0.766677,X,X,X,X,X,X,291,93,37956
States,Pennsylvania,2020,26,X,0.650535,X,X,X,X,X,X,346,121,53187
States,Rhode Island,2020,26,X,0.141758,X,X,X,X,X,X,14,22,9876
States,South Carolina,2020,26,X,1.53917,X,X,X,X,X,X,133,23,8641
States,South Dakota,2020,26,X,0.467999,X,X,X,X,X,X,37,31,7906
States,Tennessee,2020,26,X,1.26605,X,X,X,X,X,X,420,77,33174
States,Texas,2020,26,X,2.00472,X,X,X,X,X,X,348,78,17359
States,Utah,2020,26,X,0.79546,X,X,X,X,X,X,178,51,22377
States,Vermont,2020,26,X,0.686275,X,X,X,X,X,X,21,12,3060
States,Virginia,2020,26,X,0.60672,X,X,X,X,X,X,485,161,79938
States,Washington,2020,26,X,0.556953,X,X,X,X,X,X,93,45,16698
States,West Virginia,2020,26,X,0.748789,X,X,X,X,X,X,51,22,6811
States,Wisconsin,2020,26,X,0.846938,X,X,X,X,X,X,138,37,16294
States,Wyoming,2020,26,X,0.357143,X,X,X,X,X,X,10,14,2800
States,Commonwealth of the Northern Mariana Islands,2020,26,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2020,26,X,3.6018,X,X,X,X,X,X,72,8,1999
States,Virgin Islands,2020,26,X,0,X,X,X,X,X,X,0,1,224
States,New York City,2020,26,X,0.564805,X,X,X,X,X,X,325,37,57542
States,Alabama,2020,27,X,1.32833,X,X,X,X,X,X,485,92,36512
States,Alaska,2020,27,X,0.578964,X,X,X,X,X,X,18,14,3109
States,Arizona,2020,27,X,1.93038,X,X,X,X,X,X,178,25,9221
States,Arkansas,2020,27,X,0.9633,X,X,X,X,X,X,142,52,14741
States,California,2020,27,X,1.53377,X,X,X,X,X,X,604,84,39380
States,Colorado,2020,27,X,0.513836,X,X,X,X,X,X,96,64,18683
States,Connecticut,2020,27,X,0.526224,X,X,X,X,X,X,151,71,28695
States,Delaware,2020,27,X,0,X,X,X,X,X,X,0,7,957
States,District of Columbia,2020,27,X,1.0079,X,X,X,X,X,X,97,4,9624
States,Florida,2020,27,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2020,27,X,2.5755,X,X,X,X,X,X,1663,91,64570
States,Hawaii,2020,27,X,0.507614,X,X,X,X,X,X,11,22,2167
States,Idaho,2020,27,X,1.59748,X,X,X,X,X,X,152,32,9515
States,Illinois,2020,27,X,0.633554,X,X,X,X,X,X,368,175,58085
States,Indiana,2020,27,X,0.773481,X,X,X,X,X,X,14,16,1810
States,Iowa,2020,27,X,1.00091,X,X,X,X,X,X,22,11,2198
States,Kansas,2020,27,X,1.12174,X,X,X,X,X,X,95,20,8469
States,Kentucky,2020,27,X,0.876319,X,X,X,X,X,X,44,18,5021
States,Louisiana,2020,27,X,3.15963,X,X,X,X,X,X,1403,93,44404
States,Maine,2020,27,X,0.427723,X,X,X,X,X,X,54,50,12625
States,Maryland,2020,27,X,0.812195,X,X,X,X,X,X,268,55,32997
States,Massachusetts,2020,27,X,0.606551,X,X,X,X,X,X,210,58,34622
States,Michigan,2020,27,X,0.193155,X,X,X,X,X,X,32,67,16567
States,Minnesota,2020,27,X,0.739125,X,X,X,X,X,X,61,21,8253
States,Mississippi,2020,27,X,1.29798,X,X,X,X,X,X,117,31,9014
States,Missouri,2020,27,X,0.859484,X,X,X,X,X,X,235,60,27342
States,Montana,2020,27,X,0.894484,X,X,X,X,X,X,54,30,6037
States,Nebraska,2020,27,X,0.606824,X,X,X,X,X,X,53,61,8734
States,Nevada,2020,27,X,0.937234,X,X,X,X,X,X,66,24,7042
States,New Hampshire,2020,27,X,0.0924214,X,X,X,X,X,X,1,11,1082
States,New Jersey,2020,27,X,1.13842,X,X,X,X,X,X,245,33,21521
States,New Mexico,2020,27,X,0.834874,X,X,X,X,X,X,149,37,17847
States,New York,2020,27,X,0.424689,X,X,X,X,X,X,193,122,45445
States,North Carolina,2020,27,X,0.812578,X,X,X,X,X,X,629,133,77408
States,North Dakota,2020,27,X,0.900901,X,X,X,X,X,X,25,9,2775
States,Ohio,2020,27,X,0.456137,X,X,X,X,X,X,43,30,9427
States,Oklahoma,2020,27,X,0.60024,X,X,X,X,X,X,30,16,4998
States,Oregon,2020,27,X,1.041,X,X,X,X,X,X,390,82,37464
States,Pennsylvania,2020,27,X,0.619916,X,X,X,X,X,X,330,121,53233
States,Rhode Island,2020,27,X,0.298723,X,X,X,X,X,X,29,21,9708
States,South Carolina,2020,27,X,1.92798,X,X,X,X,X,X,174,24,9025
States,South Dakota,2020,27,X,0.313123,X,X,X,X,X,X,22,31,7026
States,Tennessee,2020,27,X,1.54598,X,X,X,X,X,X,503,76,32536
States,Texas,2020,27,X,2.27468,X,X,X,X,X,X,185,69,8133
States,Utah,2020,27,X,0.868981,X,X,X,X,X,X,194,51,22325
States,Vermont,2020,27,X,0.762829,X,X,X,X,X,X,22,11,2884
States,Virginia,2020,27,X,0.683122,X,X,X,X,X,X,574,163,84026
States,Washington,2020,27,X,0.680747,X,X,X,X,X,X,117,44,17187
States,West Virginia,2020,27,X,0.66568,X,X,X,X,X,X,36,21,5408
States,Wisconsin,2020,27,X,0.844951,X,X,X,X,X,X,140,36,16569
States,Wyoming,2020,27,X,0.277393,X,X,X,X,X,X,6,12,2163
States,Commonwealth of the Northern Mariana Islands,2020,27,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2020,27,X,3.31911,X,X,X,X,X,X,70,8,2109
States,Virgin Islands,2020,27,X,0,X,X,X,X,X,X,0,1,236
States,New York City,2020,27,X,0.533798,X,X,X,X,X,X,300,37,56201
States,Alabama,2020,28,X,1.61092,X,X,X,X,X,X,654,92,40598
States,Alaska,2020,28,X,0.435035,X,X,X,X,X,X,15,14,3448
States,Arizona,2020,28,X,1.34525,X,X,X,X,X,X,137,25,10184
States,Arkansas,2020,28,X,1.12642,X,X,X,X,X,X,175,52,15536
States,California,2020,28,X,1.62184,X,X,X,X,X,X,691,85,42606
States,Colorado,2020,28,X,0.5427,X,X,X,X,X,X,125,65,23033
States,Connecticut,2020,28,X,0.647955,X,X,X,X,X,X,196,71,30249
States,Delaware,2020,28,X,0.73707,X,X,X,X,X,X,58,15,7869
States,District of Columbia,2020,28,X,0.791073,X,X,X,X,X,X,95,4,12009
States,Florida,2020,28,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2020,28,X,3.21593,X,X,X,X,X,X,1618,91,50312
States,Hawaii,2020,28,X,0.767754,X,X,X,X,X,X,24,22,3126
States,Idaho,2020,28,X,1.60222,X,X,X,X,X,X,150,31,9362
States,Illinois,2020,28,X,0.73029,X,X,X,X,X,X,455,174,62304
States,Indiana,2020,28,X,0.486486,X,X,X,X,X,X,9,15,1850
States,Iowa,2020,28,X,0.740741,X,X,X,X,X,X,26,12,3510
States,Kansas,2020,28,X,1.60688,X,X,X,X,X,X,155,22,9646
States,Kentucky,2020,28,X,0.813583,X,X,X,X,X,X,46,21,5654
States,Louisiana,2020,28,X,4.01772,X,X,X,X,X,X,1614,93,40172
States,Maine,2020,28,X,0.303996,X,X,X,X,X,X,41,50,13487
States,Maryland,2020,28,X,1.0511,X,X,X,X,X,X,376,54,35772
States,Massachusetts,2020,28,X,0.626838,X,X,X,X,X,X,243,59,38766
States,Michigan,2020,28,X,0.318917,X,X,X,X,X,X,57,65,17873
States,Minnesota,2020,28,X,0.73128,X,X,X,X,X,X,71,21,9709
States,Mississippi,2020,28,X,1.81535,X,X,X,X,X,X,163,31,8979
States,Missouri,2020,28,X,0.942211,X,X,X,X,X,X,270,60,28656
States,Montana,2020,28,X,0.775675,X,X,X,X,X,X,50,30,6446
States,Nebraska,2020,28,X,0.756185,X,X,X,X,X,X,70,60,9257
States,Nevada,2020,28,X,0.569763,X,X,X,X,X,X,43,25,7547
States,New Hampshire,2020,28,X,0.15456,X,X,X,X,X,X,2,11,1294
States,New Jersey,2020,28,X,1.1832,X,X,X,X,X,X,269,33,22735
States,New Mexico,2020,28,X,0.851878,X,X,X,X,X,X,147,35,17256
States,New York,2020,28,X,0.465711,X,X,X,X,X,X,222,123,47669
States,North Carolina,2020,28,X,0.934659,X,X,X,X,X,X,770,134,82383
States,North Dakota,2020,28,X,0.817632,X,X,X,X,X,X,23,9,2813
States,Ohio,2020,28,X,0.714067,X,X,X,X,X,X,70,28,9803
States,Oklahoma,2020,28,X,0.866885,X,X,X,X,X,X,45,17,5191
States,Oregon,2020,28,X,0.99722,X,X,X,X,X,X,409,94,41014
States,Pennsylvania,2020,28,X,0.649959,X,X,X,X,X,X,361,121,55542
States,Rhode Island,2020,28,X,0.197981,X,X,X,X,X,X,20,21,10102
States,South Carolina,2020,28,X,2.06196,X,X,X,X,X,X,199,24,9651
States,South Dakota,2020,28,X,0.535077,X,X,X,X,X,X,45,31,8410
States,Tennessee,2020,28,X,1.6614,X,X,X,X,X,X,568,69,34188
States,Texas,2020,28,X,2.00485,X,X,X,X,X,X,339,79,16909
States,Utah,2020,28,X,0.959636,X,X,X,X,X,X,228,51,23759
States,Vermont,2020,28,X,0.553506,X,X,X,X,X,X,18,12,3252
States,Virginia,2020,28,X,0.781371,X,X,X,X,X,X,708,164,90610
States,Washington,2020,28,X,0.654503,X,X,X,X,X,X,113,44,17265
States,West Virginia,2020,28,X,0.610248,X,X,X,X,X,X,53,21,8685
States,Wisconsin,2020,28,X,0.859107,X,X,X,X,X,X,150,36,17460
States,Wyoming,2020,28,X,0.238284,X,X,X,X,X,X,6,12,2518
States,Commonwealth of the Northern Mariana Islands,2020,28,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2020,28,X,4.11423,X,X,X,X,X,X,85,8,2066
States,Virgin Islands,2020,28,X,0,X,X,X,X,X,X,0,1,197
States,New York City,2020,28,X,0.55759,X,X,X,X,X,X,332,32,59542
States,Alabama,2020,29,X,1.59051,X,X,X,X,X,X,614,92,38604
States,Alaska,2020,29,X,0.778463,X,X,X,X,X,X,24,13,3083
States,Arizona,2020,29,X,1.15437,X,X,X,X,X,X,118,25,10222
States,Arkansas,2020,29,X,0.973474,X,X,X,X,X,X,149,51,15306
States,California,2020,29,X,1.55256,X,X,X,X,X,X,649,85,41802
States,Colorado,2020,29,X,0.530223,X,X,X,X,X,X,125,65,23575
States,Connecticut,2020,29,X,0.521928,X,X,X,X,X,X,159,71,30464
States,Delaware,2020,29,X,0.496159,X,X,X,X,X,X,31,15,6248
States,District of Columbia,2020,29,X,0.847663,X,X,X,X,X,X,105,4,12387
States,Florida,2020,29,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2020,29,X,3.2584,X,X,X,X,X,X,2125,92,65216
States,Hawaii,2020,29,X,0.648298,X,X,X,X,X,X,20,23,3085
States,Idaho,2020,29,X,2.04229,X,X,X,X,X,X,141,25,6904
States,Illinois,2020,29,X,0.72909,X,X,X,X,X,X,445,171,61035
States,Indiana,2020,29,X,1.41807,X,X,X,X,X,X,27,15,1904
States,Iowa,2020,29,X,0.493039,X,X,X,X,X,X,17,12,3448
States,Kansas,2020,29,X,1.55072,X,X,X,X,X,X,146,22,9415
States,Kentucky,2020,29,X,0.83804,X,X,X,X,X,X,46,20,5489
States,Louisiana,2020,29,X,3.93503,X,X,X,X,X,X,1536,93,39034
States,Maine,2020,29,X,0.401138,X,X,X,X,X,X,55,50,13711
States,Maryland,2020,29,X,1.24085,X,X,X,X,X,X,444,55,35782
States,Massachusetts,2020,29,X,0.61946,X,X,X,X,X,X,246,58,39712
States,Michigan,2020,29,X,0.243383,X,X,X,X,X,X,40,65,16435
States,Minnesota,2020,29,X,0.75188,X,X,X,X,X,X,74,22,9842
States,Mississippi,2020,29,X,1.66339,X,X,X,X,X,X,144,30,8657
States,Missouri,2020,29,X,0.979337,X,X,X,X,X,X,273,59,27876
States,Montana,2020,29,X,0.727525,X,X,X,X,X,X,42,30,5773
States,Nebraska,2020,29,X,0.628705,X,X,X,X,X,X,35,60,5567
States,Nevada,2020,29,X,0.702893,X,X,X,X,X,X,52,24,7398
States,New Hampshire,2020,29,X,0.141044,X,X,X,X,X,X,2,11,1418
States,New Jersey,2020,29,X,1.21134,X,X,X,X,X,X,255,32,21051
States,New Mexico,2020,29,X,0.860047,X,X,X,X,X,X,154,38,17906
States,New York,2020,29,X,0.509557,X,X,X,X,X,X,233,123,45726
States,North Carolina,2020,29,X,0.873593,X,X,X,X,X,X,696,131,79671
States,North Dakota,2020,29,X,0.748454,X,X,X,X,X,X,23,9,3073
States,Ohio,2020,29,X,0.876149,X,X,X,X,X,X,81,27,9245
States,Oklahoma,2020,29,X,0.765607,X,X,X,X,X,X,39,15,5094
States,Oregon,2020,29,X,0.86192,X,X,X,X,X,X,348,93,40375
States,Pennsylvania,2020,29,X,0.751893,X,X,X,X,X,X,416,119,55327
States,Rhode Island,2020,29,X,0.297206,X,X,X,X,X,X,30,20,10094
States,South Carolina,2020,29,X,2.02825,X,X,X,X,X,X,191,24,9417
States,South Dakota,2020,29,X,0.540281,X,X,X,X,X,X,45,31,8329
States,Tennessee,2020,29,X,1.63107,X,X,X,X,X,X,559,73,34272
States,Texas,2020,29,X,1.93511,X,X,X,X,X,X,300,77,15503
States,Utah,2020,29,X,0.729255,X,X,X,X,X,X,190,51,26054
States,Vermont,2020,29,X,0.648148,X,X,X,X,X,X,21,12,3240
States,Virginia,2020,29,X,0.824413,X,X,X,X,X,X,744,163,90246
States,Washington,2020,29,X,0.713747,X,X,X,X,X,X,123,44,17233
States,West Virginia,2020,29,X,0.292038,X,X,X,X,X,X,19,21,6506
States,Wisconsin,2020,29,X,0.951118,X,X,X,X,X,X,165,36,17348
States,Wyoming,2020,29,X,0.0982318,X,X,X,X,X,X,2,11,2036
States,Commonwealth of the Northern Mariana Islands,2020,29,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2020,29,X,4.77413,X,X,X,X,X,X,93,8,1948
States,Virgin Islands,2020,29,X,0,X,X,X,X,X,X,0,1,234
States,New York City,2020,29,X,0.663214,X,X,X,X,X,X,397,29,59860
States,Alabama,2020,30,X,1.22651,X,X,X,X,X,X,470,92,38320
States,Alaska,2020,30,X,1.05634,X,X,X,X,X,X,6,2,568
States,Arizona,2020,30,X,0.99031,X,X,X,X,X,X,93,25,9391
States,Arkansas,2020,30,X,0.995451,X,X,X,X,X,X,151,51,15169
States,California,2020,30,X,1.38562,X,X,X,X,X,X,731,100,52756
States,Colorado,2020,30,X,0.513099,X,X,X,X,X,X,123,65,23972
States,Connecticut,2020,30,X,0.583885,X,X,X,X,X,X,180,71,30828
States,Delaware,2020,30,X,0.531258,X,X,X,X,X,X,43,14,8094
States,District of Columbia,2020,30,X,0.670003,X,X,X,X,X,X,83,4,12388
